ID,visit_date,visitors
"restaurant_ 186",2017-02-16,7
"restaurant_ 186",2017-02-17,8
"restaurant_ 186",2017-02-18,10
"restaurant_ 186",2017-02-19,9
"restaurant_ 186",2017-02-20,5
"restaurant_ 186",2017-02-21,3
"restaurant_ 186",2017-02-22,1
"restaurant_ 186",2017-02-23,6
"restaurant_ 186",2017-02-24,5
"restaurant_ 186",2017-02-25,3
"restaurant_ 186",2017-02-26,11
"restaurant_ 186",2017-02-27,5
"restaurant_ 186",2017-02-28,8
"restaurant_ 186",2017-03-01,3
"restaurant_ 186",2017-03-02,7
"restaurant_ 186",2017-03-03,6
"restaurant_ 186",2017-03-04,4
"restaurant_ 186",2017-03-05,13
"restaurant_ 186",2017-03-06,6
"restaurant_ 186",2017-03-07,8
"restaurant_ 186",2017-03-08,6
"restaurant_ 186",2017-03-09,7
"restaurant_ 186",2017-03-10,5
"restaurant_ 186",2017-03-11,7
"restaurant_ 186",2017-03-12,11
"restaurant_ 186",2017-03-13,6
"restaurant_ 186",2017-03-14,5
"restaurant_ 186",2017-03-15,6
"restaurant_ 186",2017-03-16,8
"restaurant_ 186",2017-03-17,12
"restaurant_ 186",2017-03-18,16
"restaurant_ 186",2017-03-19,15
"restaurant_ 186",2017-03-20,3
"restaurant_ 186",2017-03-21,2
"restaurant_ 186",2017-03-22,6
"restaurant_ 186",2017-03-23,11
"restaurant_ 186",2017-03-24,4
"restaurant_ 186",2017-03-25,6
"restaurant_ 186",2017-03-26,4
"restaurant_ 186",2017-03-27,4
"restaurant_ 186",2017-03-28,6
"restaurant_ 186",2017-03-29,4
"restaurant_ 186",2017-03-30,12
"restaurant_ 186",2017-03-31,6
"restaurant_ 485",2017-01-01,11
"restaurant_ 485",2017-01-02,44
"restaurant_ 485",2017-01-03,41
"restaurant_ 485",2017-01-04,39
"restaurant_ 485",2017-01-05,24
"restaurant_ 485",2017-01-06,24
"restaurant_ 485",2017-01-07,31
"restaurant_ 485",2017-01-08,25
"restaurant_ 485",2017-01-09,37
"restaurant_ 485",2017-01-10,18
"restaurant_ 485",2017-01-11,11
"restaurant_ 485",2017-01-12,30
"restaurant_ 485",2017-01-13,23
"restaurant_ 485",2017-01-14,48
"restaurant_ 485",2017-01-15,42
"restaurant_ 485",2017-01-16,16
"restaurant_ 485",2017-01-17,39
"restaurant_ 485",2017-01-18,18
"restaurant_ 485",2017-01-19,21
"restaurant_ 485",2017-01-20,39
"restaurant_ 485",2017-01-21,21
"restaurant_ 485",2017-01-22,23
"restaurant_ 485",2017-01-23,17
"restaurant_ 485",2017-01-24,29
"restaurant_ 485",2017-01-25,20
"restaurant_ 485",2017-01-26,21
"restaurant_ 485",2017-01-27,26
"restaurant_ 485",2017-01-28,16
"restaurant_ 485",2017-01-29,22
"restaurant_ 485",2017-01-30,17
"restaurant_ 485",2017-01-31,23
"restaurant_ 485",2017-02-01,32
"restaurant_ 485",2017-02-02,7
"restaurant_ 485",2017-02-03,21
"restaurant_ 485",2017-02-04,31
"restaurant_ 485",2017-02-05,11
"restaurant_ 485",2017-02-06,13
"restaurant_ 485",2017-02-07,16
"restaurant_ 485",2017-02-08,22
"restaurant_ 485",2017-02-09,10
"restaurant_ 485",2017-02-10,18
"restaurant_ 485",2017-02-11,36
"restaurant_ 485",2017-02-12,33
"restaurant_ 485",2017-02-13,11
"restaurant_ 485",2017-02-14,26
"restaurant_ 485",2017-02-15,24
"restaurant_ 485",2017-02-16,24
"restaurant_ 485",2017-02-17,32
"restaurant_ 485",2017-02-18,33
"restaurant_ 485",2017-02-19,18
"restaurant_ 485",2017-02-20,32
"restaurant_ 485",2017-02-21,24
"restaurant_ 485",2017-02-22,26
"restaurant_ 485",2017-02-23,36
"restaurant_ 485",2017-02-24,24
"restaurant_ 485",2017-02-25,14
"restaurant_ 485",2017-02-26,31
"restaurant_ 485",2017-02-27,8
"restaurant_ 485",2017-02-28,43
"restaurant_ 485",2017-03-01,16
"restaurant_ 485",2017-03-02,28
"restaurant_ 485",2017-03-03,28
"restaurant_ 485",2017-03-04,11
"restaurant_ 485",2017-03-05,23
"restaurant_ 485",2017-03-06,17
"restaurant_ 485",2017-03-07,8
"restaurant_ 485",2017-03-08,21
"restaurant_ 485",2017-03-09,22
"restaurant_ 485",2017-03-10,29
"restaurant_ 485",2017-03-11,15
"restaurant_ 485",2017-03-12,27
"restaurant_ 485",2017-03-13,35
"restaurant_ 485",2017-03-14,9
"restaurant_ 485",2017-03-15,34
"restaurant_ 485",2017-03-16,19
"restaurant_ 485",2017-03-17,29
"restaurant_ 485",2017-03-18,9
"restaurant_ 485",2017-03-19,33
"restaurant_ 485",2017-03-20,18
"restaurant_ 485",2017-03-21,11
"restaurant_ 485",2017-03-22,17
"restaurant_ 485",2017-03-23,18
"restaurant_ 485",2017-03-24,36
"restaurant_ 485",2017-03-25,37
"restaurant_ 485",2017-03-26,18
"restaurant_ 485",2017-03-27,19
"restaurant_ 485",2017-03-28,26
"restaurant_ 485",2017-03-29,11
"restaurant_ 485",2017-03-30,20
"restaurant_ 485",2017-03-31,33
"restaurant_ 421",2017-01-04,17
"restaurant_ 421",2017-01-05,37
"restaurant_ 421",2017-01-06,24
"restaurant_ 421",2017-01-07,29
"restaurant_ 421",2017-01-10,32
"restaurant_ 421",2017-01-11,34
"restaurant_ 421",2017-01-12,18
"restaurant_ 421",2017-01-13,37
"restaurant_ 421",2017-01-14,20
"restaurant_ 421",2017-01-16,29
"restaurant_ 421",2017-01-17,40
"restaurant_ 421",2017-01-18,26
"restaurant_ 421",2017-01-19,48
"restaurant_ 421",2017-01-20,49
"restaurant_ 421",2017-01-21,19
"restaurant_ 421",2017-01-23,23
"restaurant_ 421",2017-01-24,28
"restaurant_ 421",2017-01-25,40
"restaurant_ 421",2017-01-26,46
"restaurant_ 421",2017-01-27,68
"restaurant_ 421",2017-01-28,16
"restaurant_ 421",2017-01-30,31
"restaurant_ 421",2017-01-31,33
"restaurant_ 421",2017-02-01,43
"restaurant_ 421",2017-02-02,43
"restaurant_ 421",2017-02-03,26
"restaurant_ 421",2017-02-04,11
"restaurant_ 421",2017-02-06,36
"restaurant_ 421",2017-02-07,26
"restaurant_ 421",2017-02-08,53
"restaurant_ 421",2017-02-09,20
"restaurant_ 421",2017-02-10,48
"restaurant_ 421",2017-02-13,21
"restaurant_ 421",2017-02-14,30
"restaurant_ 421",2017-02-15,39
"restaurant_ 421",2017-02-16,33
"restaurant_ 421",2017-02-17,50
"restaurant_ 421",2017-02-18,16
"restaurant_ 421",2017-02-20,22
"restaurant_ 421",2017-02-21,48
"restaurant_ 421",2017-02-22,41
"restaurant_ 421",2017-02-23,46
"restaurant_ 421",2017-02-24,47
"restaurant_ 421",2017-02-25,27
"restaurant_ 421",2017-02-27,20
"restaurant_ 421",2017-02-28,24
"restaurant_ 421",2017-03-01,41
"restaurant_ 421",2017-03-02,31
"restaurant_ 421",2017-03-03,40
"restaurant_ 421",2017-03-05,46
"restaurant_ 421",2017-03-06,14
"restaurant_ 421",2017-03-07,23
"restaurant_ 421",2017-03-08,35
"restaurant_ 421",2017-03-09,19
"restaurant_ 421",2017-03-10,30
"restaurant_ 421",2017-03-11,11
"restaurant_ 421",2017-03-12,2
"restaurant_ 421",2017-03-13,38
"restaurant_ 421",2017-03-14,20
"restaurant_ 421",2017-03-15,45
"restaurant_ 421",2017-03-16,34
"restaurant_ 421",2017-03-17,52
"restaurant_ 421",2017-03-18,10
"restaurant_ 421",2017-03-21,37
"restaurant_ 421",2017-03-22,55
"restaurant_ 421",2017-03-23,38
"restaurant_ 421",2017-03-24,50
"restaurant_ 421",2017-03-25,10
"restaurant_ 421",2017-03-27,25
"restaurant_ 421",2017-03-28,36
"restaurant_ 421",2017-03-29,51
"restaurant_ 421",2017-03-30,37
"restaurant_ 421",2017-03-31,62
"restaurant_ 109",2017-01-05,9
"restaurant_ 109",2017-01-06,22
"restaurant_ 109",2017-01-07,27
"restaurant_ 109",2017-01-10,8
"restaurant_ 109",2017-01-11,17
"restaurant_ 109",2017-01-12,12
"restaurant_ 109",2017-01-13,29
"restaurant_ 109",2017-01-14,17
"restaurant_ 109",2017-01-15,1
"restaurant_ 109",2017-01-16,3
"restaurant_ 109",2017-01-17,13
"restaurant_ 109",2017-01-18,11
"restaurant_ 109",2017-01-19,3
"restaurant_ 109",2017-01-20,16
"restaurant_ 109",2017-01-21,28
"restaurant_ 109",2017-01-23,3
"restaurant_ 109",2017-01-24,9
"restaurant_ 109",2017-01-25,11
"restaurant_ 109",2017-01-26,24
"restaurant_ 109",2017-01-27,29
"restaurant_ 109",2017-01-28,28
"restaurant_ 109",2017-01-30,8
"restaurant_ 109",2017-01-31,19
"restaurant_ 109",2017-02-01,10
"restaurant_ 109",2017-02-02,16
"restaurant_ 109",2017-02-03,16
"restaurant_ 109",2017-02-04,24
"restaurant_ 109",2017-02-05,11
"restaurant_ 109",2017-02-06,7
"restaurant_ 109",2017-02-07,14
"restaurant_ 109",2017-02-08,9
"restaurant_ 109",2017-02-09,4
"restaurant_ 109",2017-02-10,21
"restaurant_ 109",2017-02-11,21
"restaurant_ 109",2017-02-12,5
"restaurant_ 109",2017-02-13,5
"restaurant_ 109",2017-02-14,6
"restaurant_ 109",2017-02-15,11
"restaurant_ 109",2017-02-16,12
"restaurant_ 109",2017-02-17,18
"restaurant_ 109",2017-02-18,28
"restaurant_ 109",2017-02-19,2
"restaurant_ 109",2017-02-20,4
"restaurant_ 109",2017-02-21,13
"restaurant_ 109",2017-02-22,24
"restaurant_ 109",2017-02-23,12
"restaurant_ 109",2017-02-24,12
"restaurant_ 109",2017-02-25,8
"restaurant_ 109",2017-02-27,9
"restaurant_ 109",2017-02-28,12
"restaurant_ 109",2017-03-01,20
"restaurant_ 109",2017-03-02,24
"restaurant_ 109",2017-03-03,23
"restaurant_ 109",2017-03-04,15
"restaurant_ 109",2017-03-05,4
"restaurant_ 109",2017-03-06,6
"restaurant_ 109",2017-03-07,9
"restaurant_ 109",2017-03-08,4
"restaurant_ 109",2017-03-09,15
"restaurant_ 109",2017-03-10,20
"restaurant_ 109",2017-03-11,13
"restaurant_ 109",2017-03-12,5
"restaurant_ 109",2017-03-13,6
"restaurant_ 109",2017-03-14,8
"restaurant_ 109",2017-03-15,14
"restaurant_ 109",2017-03-16,11
"restaurant_ 109",2017-03-17,22
"restaurant_ 109",2017-03-18,25
"restaurant_ 109",2017-03-21,8
"restaurant_ 109",2017-03-22,17
"restaurant_ 109",2017-03-23,8
"restaurant_ 109",2017-03-24,30
"restaurant_ 109",2017-03-25,41
"restaurant_ 109",2017-03-27,9
"restaurant_ 109",2017-03-28,17
"restaurant_ 109",2017-03-29,17
"restaurant_ 109",2017-03-30,8
"restaurant_ 109",2017-03-31,19
"restaurant_ 314",2017-01-06,19
"restaurant_ 314",2017-01-07,36
"restaurant_ 314",2017-01-10,25
"restaurant_ 314",2017-01-11,21
"restaurant_ 314",2017-01-12,17
"restaurant_ 314",2017-01-13,27
"restaurant_ 314",2017-01-14,35
"restaurant_ 314",2017-01-17,29
"restaurant_ 314",2017-01-18,20
"restaurant_ 314",2017-01-19,33
"restaurant_ 314",2017-01-20,23
"restaurant_ 314",2017-01-21,44
"restaurant_ 314",2017-01-24,17
"restaurant_ 314",2017-01-25,23
"restaurant_ 314",2017-01-26,26
"restaurant_ 314",2017-01-27,19
"restaurant_ 314",2017-01-28,41
"restaurant_ 314",2017-01-31,27
"restaurant_ 314",2017-02-07,35
"restaurant_ 314",2017-02-08,28
"restaurant_ 314",2017-02-09,26
"restaurant_ 314",2017-02-10,23
"restaurant_ 314",2017-02-11,52
"restaurant_ 314",2017-02-14,32
"restaurant_ 314",2017-02-15,27
"restaurant_ 314",2017-02-16,29
"restaurant_ 314",2017-02-17,23
"restaurant_ 314",2017-02-18,46
"restaurant_ 314",2017-02-23,34
"restaurant_ 314",2017-02-24,40
"restaurant_ 314",2017-02-25,48
"restaurant_ 314",2017-02-28,40
"restaurant_ 314",2017-03-02,30
"restaurant_ 314",2017-03-03,35
"restaurant_ 314",2017-03-04,57
"restaurant_ 314",2017-03-07,28
"restaurant_ 314",2017-03-08,32
"restaurant_ 314",2017-03-09,28
"restaurant_ 314",2017-03-10,43
"restaurant_ 314",2017-03-11,52
"restaurant_ 314",2017-03-14,44
"restaurant_ 314",2017-03-15,44
"restaurant_ 314",2017-03-17,1
"restaurant_ 673",2017-01-01,9
"restaurant_ 673",2017-01-02,6
"restaurant_ 673",2017-01-03,30
"restaurant_ 673",2017-01-04,8
"restaurant_ 673",2017-01-05,16
"restaurant_ 673",2017-01-06,27
"restaurant_ 673",2017-01-07,39
"restaurant_ 673",2017-01-08,19
"restaurant_ 673",2017-01-09,2
"restaurant_ 673",2017-01-10,18
"restaurant_ 673",2017-01-11,1
"restaurant_ 673",2017-01-13,12
"restaurant_ 673",2017-01-14,23
"restaurant_ 673",2017-01-15,28
"restaurant_ 673",2017-01-16,10
"restaurant_ 673",2017-01-17,2
"restaurant_ 673",2017-01-18,4
"restaurant_ 673",2017-01-19,17
"restaurant_ 673",2017-01-20,23
"restaurant_ 673",2017-01-21,25
"restaurant_ 673",2017-01-22,31
"restaurant_ 673",2017-01-23,8
"restaurant_ 673",2017-01-24,10
"restaurant_ 673",2017-01-25,6
"restaurant_ 673",2017-01-26,5
"restaurant_ 673",2017-01-27,18
"restaurant_ 673",2017-01-28,33
"restaurant_ 673",2017-01-29,31
"restaurant_ 673",2017-01-30,14
"restaurant_ 673",2017-02-01,14
"restaurant_ 673",2017-02-02,7
"restaurant_ 673",2017-02-03,12
"restaurant_ 673",2017-02-04,27
"restaurant_ 673",2017-02-05,21
"restaurant_ 673",2017-02-06,5
"restaurant_ 673",2017-02-07,16
"restaurant_ 673",2017-02-08,15
"restaurant_ 673",2017-02-09,15
"restaurant_ 673",2017-02-10,15
"restaurant_ 673",2017-02-11,43
"restaurant_ 673",2017-02-12,30
"restaurant_ 673",2017-02-13,21
"restaurant_ 673",2017-02-14,11
"restaurant_ 673",2017-02-15,10
"restaurant_ 673",2017-02-16,10
"restaurant_ 673",2017-02-17,27
"restaurant_ 673",2017-02-18,21
"restaurant_ 673",2017-02-22,4
"restaurant_ 673",2017-02-23,15
"restaurant_ 673",2017-02-24,36
"restaurant_ 673",2017-02-25,45
"restaurant_ 673",2017-02-26,31
"restaurant_ 673",2017-02-27,26
"restaurant_ 673",2017-02-28,7
"restaurant_ 673",2017-03-01,11
"restaurant_ 673",2017-03-02,15
"restaurant_ 673",2017-03-03,22
"restaurant_ 673",2017-03-04,29
"restaurant_ 673",2017-03-05,32
"restaurant_ 673",2017-03-06,9
"restaurant_ 673",2017-03-07,14
"restaurant_ 673",2017-03-08,8
"restaurant_ 673",2017-03-09,25
"restaurant_ 673",2017-03-10,26
"restaurant_ 673",2017-03-11,46
"restaurant_ 673",2017-03-12,25
"restaurant_ 673",2017-03-13,10
"restaurant_ 673",2017-03-14,6
"restaurant_ 673",2017-03-15,16
"restaurant_ 673",2017-03-16,5
"restaurant_ 673",2017-03-17,13
"restaurant_ 673",2017-03-18,38
"restaurant_ 673",2017-03-19,35
"restaurant_ 673",2017-03-20,18
"restaurant_ 673",2017-03-21,3
"restaurant_ 673",2017-03-22,9
"restaurant_ 673",2017-03-23,14
"restaurant_ 673",2017-03-24,13
"restaurant_ 673",2017-03-25,23
"restaurant_ 673",2017-03-26,23
"restaurant_ 673",2017-03-27,30
"restaurant_ 673",2017-03-28,18
"restaurant_ 673",2017-03-29,18
"restaurant_ 673",2017-03-30,16
"restaurant_ 673",2017-03-31,16
"restaurant_ 309",2017-01-04,36
"restaurant_ 309",2017-01-05,25
"restaurant_ 309",2017-01-06,21
"restaurant_ 309",2017-01-07,34
"restaurant_ 309",2017-01-08,19
"restaurant_ 309",2017-01-09,22
"restaurant_ 309",2017-01-10,36
"restaurant_ 309",2017-01-11,33
"restaurant_ 309",2017-01-12,23
"restaurant_ 309",2017-01-13,34
"restaurant_ 309",2017-01-14,32
"restaurant_ 309",2017-01-15,29
"restaurant_ 309",2017-01-16,25
"restaurant_ 309",2017-01-17,34
"restaurant_ 309",2017-01-18,27
"restaurant_ 309",2017-01-19,21
"restaurant_ 309",2017-01-20,24
"restaurant_ 309",2017-01-21,28
"restaurant_ 309",2017-01-22,41
"restaurant_ 309",2017-01-23,23
"restaurant_ 309",2017-01-24,28
"restaurant_ 309",2017-01-25,28
"restaurant_ 309",2017-01-26,27
"restaurant_ 309",2017-01-27,35
"restaurant_ 309",2017-01-28,38
"restaurant_ 309",2017-01-29,47
"restaurant_ 309",2017-01-30,35
"restaurant_ 309",2017-01-31,29
"restaurant_ 309",2017-02-01,25
"restaurant_ 309",2017-02-02,37
"restaurant_ 309",2017-02-03,29
"restaurant_ 309",2017-02-04,29
"restaurant_ 309",2017-02-05,35
"restaurant_ 309",2017-02-06,17
"restaurant_ 309",2017-02-07,26
"restaurant_ 309",2017-02-08,28
"restaurant_ 309",2017-02-09,14
"restaurant_ 309",2017-02-10,38
"restaurant_ 309",2017-02-11,22
"restaurant_ 309",2017-02-12,43
"restaurant_ 309",2017-02-13,17
"restaurant_ 309",2017-02-14,36
"restaurant_ 309",2017-02-15,33
"restaurant_ 309",2017-02-16,33
"restaurant_ 309",2017-02-17,27
"restaurant_ 309",2017-02-18,35
"restaurant_ 309",2017-02-19,53
"restaurant_ 309",2017-02-21,35
"restaurant_ 309",2017-02-22,29
"restaurant_ 309",2017-02-23,30
"restaurant_ 309",2017-02-24,36
"restaurant_ 309",2017-02-25,26
"restaurant_ 309",2017-02-26,30
"restaurant_ 309",2017-02-27,25
"restaurant_ 309",2017-02-28,38
"restaurant_ 309",2017-03-01,28
"restaurant_ 309",2017-03-02,20
"restaurant_ 309",2017-03-03,34
"restaurant_ 309",2017-03-04,32
"restaurant_ 309",2017-03-05,48
"restaurant_ 309",2017-03-06,29
"restaurant_ 309",2017-03-07,32
"restaurant_ 309",2017-03-08,35
